SKU,Item_Name,Category,Subcategory,Product_Name,Default_Unit,Default_Price,Taxable,Reorder_Point,Date_Added,Last_Updated,Status,Notes,Size,Item_Description,Wholesale_Cost,Retail_Markup,Retail_Price,Unit_Cost,Unit_Price,Last_Invoice_No,Last_Vendor,Last_Received_Date,Supplier_Barcode,QR_Code,QR_Image_Path
PLA-621B9441,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"8""",Plant,10.6,,29.99,10.6,29.99,,Mountain Gardens,2025-12-26,,,
PLA-77C32590,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,11.45,,29.99,11.45,29.99,,Mountain Gardens,2025-12-26,,,
PLA-FD380E03,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,10.7,,29.99,10.7,29.99,,Mountain Gardens,2025-12-26,,,
PLA-AC383BA2,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.2,,14.99,5.2,14.99,,Mountain Gardens,2025-12-26,,,
PLA-2D547D8C,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.8,,14.99,4.8,14.99,,Mountain Gardens,2025-12-26,,,
PLA-BA7185B8,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.85,,9.99,3.85,9.99,,Mountain Gardens,2025-12-26,,,
PLA-0F8D4C49,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,2.95,,9.99,2.95,9.99,,Mountain Gardens,2025-12-26,,,
PLA-EBEEFA21,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,1.38,,19.99,1.38,19.99,,Mountain Gardens,2025-12-26,,,
PLA-1EF75BA4,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.45,,14.99,5.45,14.99,,Mountain Gardens,2025-12-26,,,
PLA-C24D42EB,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,20.72,,49.99,20.72,49.99,,Mountain Gardens,2025-12-26,,,
PLA-6E8413CE,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,5.1,,14.99,5.1,14.99,,Mountain Gardens,2025-12-26,,,
PLA-40179439,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.5,,14.99,4.5,14.99,,Mountain Gardens,2025-12-26,,,
PLA-F60F1215,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.95,,14.99,4.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-00F06907,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,5.75,,14.99,5.75,14.99,,Mountain Gardens,2025-12-26,,,
PLA-C52DAC18,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,16.71,,44.99,16.71,44.99,,Mountain Gardens,2025-12-26,,,
PLA-D4DF2401,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.8,,9.99,3.8,9.99,,Mountain Gardens,2025-12-26,,,
PLA-DAAA0317,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.7,,14.99,5.7,14.99,,Mountain Gardens,2025-12-26,,,
PLA-287831E1,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.95,,14.99,4.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-2BC5C0CB,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,17.99,,44.99,17.99,44.99,,Mountain Gardens,2025-12-26,,,
PLA-20B83723,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,,,14.99,,14.99,,Mountain Gardens,2025-12-26,,,
PLA-7A12269F,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,8.0,,19.99,8.0,19.99,,Mountain Gardens,2025-12-26,,,
PLA-4D206BF0,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,4.21,,14.99,4.21,14.99,,Mountain Gardens,2025-12-26,,,
PLA-3E42AEFE,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,20.0,,49.99,20.0,49.99,,Mountain Gardens,2025-12-26,,,
PLA-264282E1,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.5,,14.99,4.5,14.99,,Mountain Gardens,2025-12-26,,,
PLA-BD1DF188,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,5gal,Plant,13.95,,34.99,13.95,34.99,,Mountain Gardens,2025-12-26,,,
PLA-8DD28244,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,3.77,,9.99,3.77,9.99,,Mountain Gardens,2025-12-26,,,
PLA-0039E2D0,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,#1,Plant,,,9.99,,9.99,,Mountain Gardens,2025-12-26,,,
PLA-FDE466C0,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.4,,14.99,5.4,14.99,,Mountain Gardens,2025-12-26,,,
PLA-D99324A3,Plant,Plant,Plant,Plant,each,0.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,0.33,,0.99,0.33,0.99,,Mountain Gardens,2025-12-26,,,
PLA-29E4C327,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.2,,14.99,3.2,14.99,,Mountain Gardens,2025-12-26,,,
PLA-8489A146,Plant,Plant,Plant,Plant,each,89.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,7 gal,Plant,28.0,,89.99,28.0,89.99,,Mountain Gardens,2025-12-26,,,
PLA-CB332B10,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,12.05,,29.99,12.05,29.99,,Mountain Gardens,2025-12-26,,,
PLA-F04961F0,Plant,Plant,Plant,Plant,each,119.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,45.0,,119.99,45.0,119.99,,Mountain Gardens,2025-12-26,,,
PLA-382FC72D,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.8,,14.99,4.8,14.99,,Mountain Gardens,2025-12-26,,,
PLA-5D1845AE,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,2.8,,9.99,2.8,9.99,,Mountain Gardens,2025-12-26,,,
PLA-2B2B7974,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,3.67,,9.99,3.67,9.99,,Mountain Gardens,2025-12-26,,,
PLA-0EBBF13C,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,2.8,,9.99,2.8,9.99,,Mountain Gardens,2025-12-26,,,
PLA-F677889C,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,5gal,Plant,18.0,,44.99,18.0,44.99,,Mountain Gardens,2025-12-26,,,
PLA-7889D866,Plant,Plant,Plant,Plant,each,69.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,6 gal,Plant,31.99,,69.99,31.99,69.99,,Mountain Gardens,2025-12-26,,,
PLA-AACE0537,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,3 gal,Plant,23.99,,59.99,23.99,59.99,,Mountain Gardens,2025-12-26,,,
PLA-BA1065B7,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.5,,44.99,18.5,44.99,,Mountain Gardens,2025-12-26,,,
PLA-1E1FD877,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.75,,14.99,5.75,14.99,,Mountain Gardens,2025-12-26,,,
PLA-950F74C3,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.75,,14.99,5.75,14.99,,Mountain Gardens,2025-12-26,,,
PLA-9C342E40,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.75,,14.99,5.75,14.99,,Mountain Gardens,2025-12-26,,,
PLA-E651EE5D,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,3 gal,Plant,16.5,,39.99,16.5,39.99,,Mountain Gardens,2025-12-26,,,
PLA-DFE11778,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,17.25,,39.99,17.25,39.99,,Mountain Gardens,2025-12-26,,,
PLA-263ED2A2,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.95,,14.99,4.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-2F412EC1,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,12.45,,29.99,12.45,29.99,,Mountain Gardens,2025-12-26,,,
PLA-D45C9E3B,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,5gal,Plant,15.0,,34.99,15.0,34.99,,Mountain Gardens,2025-12-26,,,
PLA-9D76EDAC,Plant,Plant,Plant,Plant,each,12.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,,,12.99,,12.99,,Mountain Gardens,2025-12-26,,,
PLA-89854F87,Plant,Plant,Plant,Plant,each,119.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,7.75,,119.99,7.75,119.99,,Mountain Gardens,2025-12-26,,,
PLA-5706C636,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.35,,9.99,4.35,9.99,,Mountain Gardens,2025-12-26,,,
PLA-1363122D,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.35,,9.99,4.35,9.99,,Mountain Gardens,2025-12-26,,,
PLA-FFDC53A4,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.45,,9.99,4.45,9.99,,Mountain Gardens,2025-12-26,,,
PLA-F134EF61,Plant,Plant,Plant,Plant,each,199.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,51.0,,199.99,51.0,199.99,,Mountain Gardens,2025-12-26,,,
PLA-FA82FFC1,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,4.95,,14.99,4.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-7362D439,Plant,Plant,Plant,Plant,each,8.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,3.14,,8.99,3.14,8.99,,Mountain Gardens,2025-12-26,,,
PLA-5D7B5C58,plant,Plant,Plant,plant,each,14.99,Y,5,2025-12-26 20:31:57,2025-12-26 20:31:57,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,plant,5.95,,14.99,5.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-E283ACB3,plant,Plant,Plant,plant,each,9.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,plant,3.2,,9.99,3.2,9.99,,Mountain Gardens,2025-12-26,,,
PLA-1880D526,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.5,,14.99,4.5,14.99,,Mountain Gardens,2025-12-26,,,
PLA-82561E8B,Plant,Plant,Plant,Plant,each,99.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,42.9,,99.99,42.9,99.99,,Mountain Gardens,2025-12-26,,,
PLA-05BEA2D5,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.5,,49.99,18.5,49.99,,Mountain Gardens,2025-12-26,,,
PLA-1FF81669,Plant,Plant,Plant,Plant,each,79.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,"8""",Plant,39.9,,79.99,39.9,79.99,,Mountain Gardens,2025-12-26,,,
PLA-8E653BFF,Plant,Plant,Plant,Plant,each,89.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,39.85,,89.99,39.85,89.99,,Mountain Gardens,2025-12-26,,,
PLA-54C39635,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,"1""",Plant,19.45,,49.99,19.45,49.99,,Mountain Gardens,2025-12-26,,,
PLA-D212A707,Plant,Plant,Plant,Plant,each,89.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,15gal,Plant,39.85,,89.99,39.85,89.99,,Mountain Gardens,2025-12-26,,,
PLA-D814CEBD,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,,,14.99,,14.99,,Mountain Gardens,2025-12-26,,,
PLA-58F3FD8E,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.75,,49.99,18.75,49.99,,Mountain Gardens,2025-12-26,,,
PLA-FF0ED1C8,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,13.0,,34.99,13.0,34.99,,Mountain Gardens,2025-12-26,,,
PLA-2104DFCE,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,15.6,,34.99,15.6,34.99,,Mountain Gardens,2025-12-26,,,
PLA-BE429849,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.95,,44.99,18.95,44.99,,Mountain Gardens,2025-12-26,,,
PLA-7218226D,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,7 gal,Plant,,,39.99,,39.99,,Mountain Gardens,2025-12-26,,,
PLA-9BA8D635,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,3.5,,9.99,3.5,9.99,,Mountain Gardens,2025-12-26,,,
PLA-568C00BD,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,5.67,,14.99,5.67,14.99,,Mountain Gardens,2025-12-26,,,
PLA-3CFEF92F,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,11.6,,29.99,11.6,29.99,,Mountain Gardens,2025-12-26,,,
PLA-194B20F8,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,5.25,,14.99,5.25,14.99,,Mountain Gardens,2025-12-26,,,
PLA-9E81E08E,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,3.65,,9.99,3.65,9.99,,Mountain Gardens,2025-12-26,,,
PLA-71B1D03C,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,,,29.99,,29.99,,Mountain Gardens,2025-12-26,,,
PLA-43CEED64,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,7.8,,19.99,7.8,19.99,,Mountain Gardens,2025-12-26,,,
PLA-5005FB5E,Plant,Plant,Plant,Plant,each,36.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,,,36.99,,36.99,,Mountain Gardens,2025-12-26,,,
PLA-DC428479,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,6.7,,19.99,6.7,19.99,,Mountain Gardens,2025-12-26,,,
PLA-03361EC4,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,6.85,,19.99,6.85,19.99,,Mountain Gardens,2025-12-26,,,
PLA-4C0AA419,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.7,,19.99,5.7,19.99,,Mountain Gardens,2025-12-26,,,
PLA-2ABB29C8,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,5.6,,34.99,5.6,34.99,,Mountain Gardens,2025-12-26,,,
PLA-C624542D,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,8.4,,34.99,8.4,34.99,,Mountain Gardens,2025-12-26,,,
PLA-11F991B1,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,,,29.99,,29.99,,Mountain Gardens,2025-12-26,,,
PLA-C4568765,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,6.7,,19.99,6.7,19.99,,Mountain Gardens,2025-12-26,,,
PLA-8AB963B4,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,15.23,,34.99,15.23,34.99,,Mountain Gardens,2025-12-26,,,
PLA-60474729,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.95,,14.99,4.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-D64417C9,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,5.36,,14.99,5.36,14.99,,Mountain Gardens,2025-12-26,,,
PLA-8FBFAA46,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,5gal,Plant,12.83,,29.99,12.83,29.99,,Mountain Gardens,2025-12-26,,,
PLA-9665C232,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,18.0,,44.99,18.0,44.99,,Mountain Gardens,2025-12-26,,,
PLA-AAAEA2A8,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,13.1,,39.99,13.1,39.99,,Mountain Gardens,2025-12-26,,,
PLA-4C0CAFB8,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,,,39.99,,39.99,,Mountain Gardens,2025-12-26,,,
PLA-FDF57216,Plant,Plant,Plant,Plant,each,8.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,3.15,,8.99,3.15,8.99,,Mountain Gardens,2025-12-26,,,
PLA-2A1244CE,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,4.1,,9.99,4.1,9.99,,Mountain Gardens,2025-12-26,,,
PLA-4645A1CD,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,8.95,,39.99,8.95,39.99,,Mountain Gardens,2025-12-26,,,
PLA-9D410407,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,10.5,,29.99,10.5,29.99,,Mountain Gardens,2025-12-26,,,
PLA-A9E45EA8,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,5.0,,39.99,5.0,39.99,,Mountain Gardens,2025-12-26,,,
PLA-75764BBB,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:31:58,2025-12-26 20:31:58,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,14.5,,34.99,14.5,34.99,,Mountain Gardens,2025-12-26,,,
